C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
N098,R028,00-00-00,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,2459736,321579
N098,R028,00-00-00,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,2459806,321749
N098,R028,00-00-00,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,2460027,321951
N098,R028,00-00-00,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,2460119,322071
N098,R028,00-00-01,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,20027213,9051002
N098,R028,00-00-01,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,20027216,9051005
N098,R028,00-00-01,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,20027290,9051131
N098,R028,00-00-01,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,20027362,9051186
N098,R028,00-00-01,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,20027627,9051248
N098,R028,00-00-01,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,20027752,9051275
N098,R028,00-00-02,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,14873840,3841920
N098,R028,00-00-02,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,14873842,3841922
N098,R028,00-00-02,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,14873917,3842112
N098,R028,00-00-02,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,14874000,3842198
N098,R028,00-00-02,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,14874248,3842280
N098,R028,00-00-02,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,14874339,3842317
N098,R028,00-00-03,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,8162851,4311098
N098,R028,00-00-03,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,8162856,4311113
N098,R028,00-00-03,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,8162926,4311673
N098,R028,00-00-03,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,8162991,4311805
N098,R028,00-00-03,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,8163204,4311953
N098,R028,00-00-03,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,8163275,4312027
N098,R028,00-02-00,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,569647810,570976177
N098,R028,00-02-00,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,569647810,570976200
N098,R028,00-02-00,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,569647830,570976954
N098,R028,00-02-00,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,569647852,570977257
N098,R028,00-02-00,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,569648027,570977556
N098,R028,00-02-00,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,569648087,570977690
N098,R028,00-02-01,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,89840,127600
N098,R028,00-02-01,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,89840,127608
N098,R028,00-02-01,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,89901,127826
N098,R028,00-02-01,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,89970,127965
N098,R028,00-02-01,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,90262,128088
N098,R028,00-02-01,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,90378,128141
N098,R028,00-05-00,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,460692,0
N098,R028,00-05-00,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,460692,0
N098,R028,00-05-00,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,460697,0
N098,R028,00-05-00,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,460702,0
N098,R028,00-05-00,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,460709,0
N098,R028,00-05-00,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,460712,0
N098,R028,00-05-01,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,0,631
N098,R028,00-06-00,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,5144354,1726714
N098,R028,00-06-00,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,5144358,1726726
N098,R028,00-06-00,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,5144401,1726789
N098,R028,00-06-00,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,5144467,1726839
N098,R028,00-06-00,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,5144666,1726919
N098,R028,00-06-00,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,5144726,1726947
N098,R028,00-07-00,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,43720,85749
N098,R028,00-07-00,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,43720,85763
N098,R028,00-07-00,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,43748,85887
N098,R028,00-07-00,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,43771,85953
N098,R028,00-07-00,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,43837,85999
N098,R028,00-07-00,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,43868,86045
N098,R028,00-07-01,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,19811,26115
N098,R028,00-07-01,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,19811,26120
N098,R028,00-07-01,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,19821,26152
N098,R028,00-07-01,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,19824,26169
N098,R028,00-07-01,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,19852,26196
N098,R028,00-07-01,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,19864,26211
N098,R028,00-07-02,2345ACJZ,IND,01/24/2022,02:00:00,REGULAR,317023,140513
N098,R028,00-07-02,2345ACJZ,IND,01/24/2022,06:00:00,REGULAR,317023,140516
N098,R028,00-07-02,2345ACJZ,IND,01/24/2022,10:00:00,REGULAR,317024,140520
N098,R028,00-07-02,2345ACJZ,IND,01/24/2022,14:00:00,REGULAR,317028,140524
N098,R028,00-07-02,2345ACJZ,IND,01/24/2022,18:00:00,REGULAR,317034,140527
N098,R028,00-07-02,2345ACJZ,IND,01/24/2022,22:00:00,REGULAR,317037,140528
N505,R022,02-00-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,1807433,5182308
N505,R022,02-00-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,1807435,5182362
N505,R022,02-00-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,1807460,5182809
N505,R022,02-00-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,1807533,5182985
N505,R022,02-00-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,1807777,5183229
N505,R022,02-00-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,1807868,5183295
N505,R022,02-00-01,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,224704,362955
N505,R022,02-00-01,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,224705,363007
N505,R022,02-00-01,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,224727,363492
N505,R022,02-00-01,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,224778,363659
N505,R022,02-00-01,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,224850,363845
N505,R022,02-00-01,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,224860,363898
N505,R022,02-00-02,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,8117032,4368883
N505,R022,02-00-02,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,8117039,4368935
N505,R022,02-00-02,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,8117116,4369282
N505,R022,02-00-02,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,8117237,4369416
N505,R022,02-00-02,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,8117579,4369539
N505,R022,02-00-02,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,8117729,4369593
N505,R022,02-00-03,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,9728359,6059307
N505,R022,02-00-03,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,9728366,6059339
N505,R022,02-00-03,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,9728421,6059662
N505,R022,02-00-03,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,9728471,6059767
N505,R022,02-00-03,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,9728702,6059865
N505,R022,02-00-03,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,9728797,6059914
N505,R022,02-00-04,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,2189255,1991541
N505,R022,02-00-04,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,2189259,1991565
N505,R022,02-00-04,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,2189321,1991841
N505,R022,02-00-04,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,2189382,1991954
N505,R022,02-00-04,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,2189562,1992046
N505,R022,02-00-04,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,2189639,1992079
N505,R022,02-00-05,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,492797,435141
N505,R022,02-00-05,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,492799,435159
N505,R022,02-00-05,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,492824,435309
N505,R022,02-00-05,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,492849,435356
N505,R022,02-00-05,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,492947,435413
N505,R022,02-00-05,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,492991,435422
N505,R022,02-00-06,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,39216,62646
N505,R022,02-00-06,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,39216,62653
N505,R022,02-00-06,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,39231,62810
N505,R022,02-00-06,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,39262,62888
N505,R022,02-00-06,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,39358,62967
N505,R022,02-00-06,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,39390,62995
N505,R022,02-00-07,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,87818,168260
N505,R022,02-00-07,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,87823,168299
N505,R022,02-00-07,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,87864,168654
N505,R022,02-00-07,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,87940,168852
N505,R022,02-00-07,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,88156,169008
N505,R022,02-00-07,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,88240,169045
N505,R022,02-00-08,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,282818,311624
N505,R022,02-00-08,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,282826,311667
N505,R022,02-00-08,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,282885,311976
N505,R022,02-00-08,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,283018,312176
N505,R022,02-00-08,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,283359,312323
N505,R022,02-00-08,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,283461,312377
N505,R022,02-00-09,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,4216548,4230680
N505,R022,02-00-09,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,4216552,4230705
N505,R022,02-00-09,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,4216618,4230905
N505,R022,02-00-09,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,4216756,4231014
N505,R022,02-00-09,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,4217166,4231102
N505,R022,02-00-09,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,4217270,4231141
N505,R022,02-06-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,2270469,1164011
N505,R022,02-06-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,2270480,1164142
N505,R022,02-06-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,2270554,1164889
N505,R022,02-06-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,2270743,1165127
N505,R022,02-06-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,2271556,1165308
N505,R022,02-06-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,2271855,1165337
N506,R022,00-00-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,8612223,15340862
N506,R022,00-00-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,8612244,15340999
N506,R022,00-00-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,8612361,15341552
N506,R022,00-00-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,8612605,15342061
N506,R022,00-00-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,8613113,15342832
N506,R022,00-00-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,8613334,15343028
N506,R022,00-00-01,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,720685,768764
N506,R022,00-00-01,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,720701,768813
N506,R022,00-00-01,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,720817,769075
N506,R022,00-00-01,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,721061,769363
N506,R022,00-00-01,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,721501,769814
N506,R022,00-00-01,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,721664,769921
N506,R022,00-00-02,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,5713949,4289718
N506,R022,00-00-02,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,5713957,4289745
N506,R022,00-00-02,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,5714029,4289898
N506,R022,00-00-02,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,5714253,4290120
N506,R022,00-00-02,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,5714661,4290457
N506,R022,00-00-02,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,5714791,4290554
N506,R022,00-03-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,1258687,5197765
N506,R022,00-03-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,1258698,5197786
N506,R022,00-03-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,1258756,5197914
N506,R022,00-03-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,1258873,5198082
N506,R022,00-03-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,1259030,5198354
N506,R022,00-03-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,1259095,5198431
N506,R022,00-03-01,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,2240188,2115008
N506,R022,00-03-01,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,2240193,2115023
N506,R022,00-03-01,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,2240236,2115129
N506,R022,00-03-01,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,2240314,2115254
N506,R022,00-03-01,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,2240468,2115472
N506,R022,00-03-01,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,2240543,2115552
N506,R022,00-03-02,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,868674,1001189
N506,R022,00-03-02,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,868678,1001207
N506,R022,00-03-02,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,868703,1001308
N506,R022,00-03-02,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,868733,1001414
N506,R022,00-03-02,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,868823,1001616
N506,R022,00-03-02,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,868851,1001681
N506,R022,00-03-03,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,1963819,2352452
N506,R022,00-03-03,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,1963830,2352481
N506,R022,00-03-03,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,1963881,2352601
N506,R022,00-03-03,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,1963924,2352716
N506,R022,00-03-03,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,1964038,2352889
N506,R022,00-03-03,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,1964090,2352932
N506,R022,00-03-04,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,691256,982076
N506,R022,00-03-04,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,691264,982090
N506,R022,00-03-04,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,691310,982191
N506,R022,00-03-04,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,691353,982283
N506,R022,00-03-04,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,691456,982432
N506,R022,00-03-04,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,691502,982474
N506,R022,00-05-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,121285,147649
N506,R022,00-05-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,121296,147669
N506,R022,00-05-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,121351,147772
N506,R022,00-05-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,121419,147867
N506,R022,00-05-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,121517,148047
N506,R022,00-05-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,121587,148111
N506,R022,00-05-01,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,5728657,3094956
N506,R022,00-05-01,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,5728687,3094980
N506,R022,00-05-01,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,5728816,3095120
N506,R022,00-05-01,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,5728977,3095224
N506,R022,00-05-01,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,5729179,3095403
N506,R022,00-05-01,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,5729303,3095462
N506,R022,00-05-02,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,3341005,1387438
N506,R022,00-05-02,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,3341035,1387476
N506,R022,00-05-02,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,3341207,1387645
N506,R022,00-05-02,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,3341412,1387797
N506,R022,00-05-02,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,3341717,1388014
N506,R022,00-05-02,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,3341869,1388101
N506,R022,00-05-03,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,1253558525,2049496408
N506,R022,00-05-03,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,1253558475,2049496440
N506,R022,00-05-03,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,1253558229,2049496639
N506,R022,00-05-03,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,1253557971,2049496829
N506,R022,00-05-03,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,1253557598,2049497152
N506,R022,00-05-03,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,1253557376,2049497261
N506,R022,00-05-04,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,400657,433750
N506,R022,00-05-04,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,400740,433811
N506,R022,00-05-04,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,401071,434170
N506,R022,00-05-04,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,401398,434595
N506,R022,00-05-04,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,401938,435089
N506,R022,00-05-04,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,402232,435277
N506,R022,00-05-05,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,2802710,3205865
N506,R022,00-05-05,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,2802829,3206015
N506,R022,00-05-05,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,2803157,3206721
N506,R022,00-05-05,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,2803419,3207356
N506,R022,00-05-05,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,2803878,3208368
N506,R022,00-05-05,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,2804089,3208655
N506,R022,00-06-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,552549451,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,552549452,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,552549459,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,552549473,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,552549484,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,552549490,552542447
N506,R022,00-06-01,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,0,3707
N506,R022,00-06-01,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,0,3707
N506,R022,00-06-01,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,0,3708
N506,R022,00-06-01,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,0,3708
N506,R022,00-06-01,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,0,3708
N506,R022,00-06-01,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,0,3709
N507,R023,00-00-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,503217,60009602
N507,R023,00-00-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,503219,60009813
N507,R023,00-00-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,503230,60010681
N507,R023,00-00-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,503235,60011257
N507,R023,00-00-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,503247,60012399
N507,R023,00-00-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,503256,60012673
N507,R023,00-00-01,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,2361340,10125143
N507,R023,00-00-01,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,2361343,10125223
N507,R023,00-00-01,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,2361355,10125591
N507,R023,00-00-01,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,2361364,10125900
N507,R023,00-00-01,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,2361378,10126508
N507,R023,00-00-01,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,2361383,10126676
N507,R023,00-00-02,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,2020486,22617600
N507,R023,00-00-02,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,2020492,22617651
N507,R023,00-00-02,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,2020514,22617911
N507,R023,00-00-02,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,2020524,22618094
N507,R023,00-00-02,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,2020564,22618516
N507,R023,00-00-02,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,2020574,22618610
N507,R023,00-00-03,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,24938,169603
N507,R023,00-00-03,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,24939,169622
N507,R023,00-00-03,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,24970,169740
N507,R023,00-00-03,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,24986,169835
N507,R023,00-00-03,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,25029,170082
N507,R023,00-00-03,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,25040,170140
N507,R023,00-03-00,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,69405,698799
N507,R023,00-03-00,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,69407,698825
N507,R023,00-03-00,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,69420,698966
N507,R023,00-03-00,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,69433,699065
N507,R023,00-03-00,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,69465,699324
N507,R023,00-03-00,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,69469,699376
N507,R023,00-03-01,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,3279724,4488821
N507,R023,00-03-01,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,3279731,4488837
N507,R023,00-03-01,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,3279771,4488963
N507,R023,00-03-01,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,3279794,4489047
N507,R023,00-03-01,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,3279853,4489209
N507,R023,00-03-01,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,3279864,4489240
N507,R023,00-03-02,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,4697057,3613273
N507,R023,00-03-02,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,4697066,3613298
N507,R023,00-03-02,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,4697125,3613428
N507,R023,00-03-02,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,4697170,3613496
N507,R023,00-03-02,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,4697259,3613641
N507,R023,00-03-02,BDFMNQRW,IND,01/24/2022,23:00:00,REGULAR,4697277,3613685
N507,R023,00-03-03,BDFMNQRW,IND,01/24/2022,03:00:00,REGULAR,2663513,1071123
N507,R023,00-03-03,BDFMNQRW,IND,01/24/2022,07:00:00,REGULAR,2663542,1071140
N507,R023,00-03-03,BDFMNQRW,IND,01/24/2022,11:00:00,REGULAR,2663689,1071254
N507,R023,00-03-03,BDFMNQRW,IND,01/24/2022,15:00:00,REGULAR,2663786,1071310
N507,R023,00-03-03,BDFMNQRW,IND,01/24/2022,19:00:00,REGULAR,2663993,1071441
